overall,reviewText,summary,
5," Typical Hanes quality. Good weight, sized just right, made pretty well",Typical Quality,
5," Fit perfectly. I bought dark grey, and they didn't fade",Five Stars,
5,comfy fit,Five Stars,
5,Comfortable,Five Stars,
5,Good product for the price.  Used very day and no problem.,Five Stars,
5,Good fit even after washing in hot water to force shrinking. I have a 30 inch inseam and 34 waist and got a medium size. Note that these sweatpants are very thick so not good for warm climates. Good quality and great price.,Good fit,
5,Excellent value.  Comfortable.,Excellent Product,
5," Typical Hanes quality. Good weight, sized just right, made pretty well",Typical Quality,
5," Fit perfectly. I bought dark grey, and they didn't fade",Five Stars,
5,comfy fit,Five Stars,
5,Comfortable,Five Stars,
5,Good product for the price.  Used very day and no problem.,Five Stars,
5,Good fit even after washing in hot water to force shrinking. I have a 30 inch inseam and 34 waist and got a medium size. Note that these sweatpants are very thick so not good for warm climates. Good quality and great price.,Good fit,
5,Excellent value.  Comfortable.,Excellent Product,
5," Typical Hanes quality. Good weight, sized just right, made pretty well",Typical Quality,
5," Fit perfectly. I bought dark grey, and they didn't fade",Five Stars,
5,comfy fit,Five Stars,
5,Very comfy for wearing at home.,Five Stars,
5,So comfortable and soft.,Hanes pants,
5,So comfortable and soft.,Hanes pants,
5," Love 'em, just the plain no frills no pockets not too heavy good ol sweatpants.",Five Stars,
5,Comfortable,Five Stars,
5,Good product for the price.  Used very day and no problem.,Five Stars,
5,Good fit even after washing in hot water to force shrinking. I have a 30 inch inseam and 34 waist and got a medium size. Note that these sweatpants are very thick so not good for warm climates. Good quality and great price.,Good fit,
5,Excellent value.  Comfortable.,Excellent Product,
5," Typical Hanes quality. Good weight, sized just right, made pretty well",Typical Quality,
5," Fit perfectly. I bought dark grey, and they didn't fade",Five Stars,
5,comfy fit,Five Stars,
5,Very comfy for wearing at home.,Five Stars,
5,So comfortable and soft.,Hanes pants,
5,So comfortable and soft.,Hanes pants,
5," Love 'em, just the plain no frills no pockets not too heavy good ol sweatpants.",Five Stars,
5,Havaiana's are THE BEST!!!,Five Stars,
5,Perfect color!,I love Havaianas!,
5,Havaiana's are THE BEST!!!,Five Stars,
5,Perfect color!,I love Havaianas!,
5,Put them on and walked 3 hours with no problem! Love them! So light feeling,Love them! So light feeling,
5,excelente,Five Stars,
5," Tried them on in a store before buying online so I knew they'd fit good. Overall I was looking for a durable cross training shoe that would hold up to my rigorous training and these have been great so far. They are really light and comfortable. Most importantly for me they have grips on the bottoms so my feet don't slide out from under me while doing planks, push-ups, etc. Highly satisfied with this purchase.",Exactly What I Was Looking For,
5,I recommend that!,Five Stars,
5," My son likes these, and this is the 2nd pair he's worn."," Good shoes, tolerable price.",
5,Really great for walking I'm very glad I got these and the color is fun,Five Stars,
5,Love these shoes. My feet feel so much better. Lots of padding and light enough to run in.,Five Stars,
5,Love these shoes.. they are so comfortable.,Five Stars,
5," In really like these. I wear between a 9-9.5 womens, I got the 9.5 and they fit perfectly. They are light weight but have good support. I will buy another pair.",Great Shoe,
5," Love these shoes!\nSo stylish and comfortable. Just got back from a trip to NYC, Black and white Nikes and yoga pants are in high fashion right now!",Love these shoes,
5,Best tennis shoes I've had all my life. Very comfortable out the box. I would buy 10 pairs of these shoes if had the money.,Very Comfortable,
5,The color pattern and fit is what I liked the most what I liked the least is that they are not easy to clean and stains do not come out very easy or at all,The color pattern and fit is what I liked the most what I liked the least is that ...,
5," love these shoes. Workout in them 3-4 times a week at the gym. I do treadmill, stairmaster, cardio classes and weight lifting. lightweight and versatile shoe.",Great shoe for the price!,
5," Great shoe. I've had Nike's before and have always been pleased with the comfort, performance, and quality. Though I will say this was the first time I ordered a pair online without trying them on first, so I was nervous. But this turned out to be a great choice. Breathable, lightweight but sturdy, and comfortable during all my workouts. The built-in arch support is great and I've had no discomfort after 2 weeks of use. As far as the sole thickness and cushioning goes, I would consider these a 'medium' build (not thin, not overly thick) so if you're into heavy running outdoors then take that into consideration. Everyone is different in their preference for cushioning, but I think for light runs on a treadmill they would be sufficient. Love these, highly recommend!",Great shoe!,
5,Gracias,Five Stars,
5,Love these shoes!! They are true to size and very comfortable!! This is my second pair - I wore out the first pair!! Good arch support - I have a high arch!!,Love these shoes,
5,,Five Stars,
5,Great arch support and comfortable.,Great cross trainer,
5,second pair. Comfortable and great for people with bunion issues or previous surgeries.  Sole wears great,staple sneakers,
